Series Name,Series Code,Country Name,Country Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Kazakhstan,KAZ,15.4084904923977,15.8516434152537,16.0985343102906,16.3242670241622
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Kenya,KEN,10.7488128606225,10.8960906216599,11.0514620287261,11.2157526412789
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Kiribati,KIR,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,"Korea, Dem. People's Rep.",PRK,11.8566803629252,11.8900541949649,11.9256805011486,11.9642582484881
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,"Korea, Rep.",KOR,50.1542339419575,50.1949556788324,50.1573713515329,50.2267168727268
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Kosovo,XKX,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Kuwait,KWT,70.0602450332857,72.2514655643734,72.5561476531093,72.9307353620588
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Kyrgyz Republic,KGZ,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Lao PDR,LAO,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Latvia,LVA,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Lebanon,LBN,34.1951818737588,34.7737151660901,35.107601562435,35.5204102532847
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Lesotho,LSO,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Liberia,LBR,29.0708396707601,29.4315638841115,29.7126772247758,29.9986535320464
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Libya,LBY,17.4711805982413,17.3352509109367,17.129119154349,16.9558483003257
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Liechtenstein,LIE,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Lithuania,LTU,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Luxembourg,LUX,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,"Macao SAR, China",MAC,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Madagascar,MDG,11.3566443783622,11.6455355626902,11.9038509926803,12.1649008293989
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Malawi,MWI,5.58259324049262,5.67506365327204,5.76901326009599,5.86368342215128
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Malaysia,MYS,23.5287772843004,23.9910685198788,24.3516506478337,24.7075032260708
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Maldives,MDV,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Mali,MLI,12.7932806656544,12.8251411133019,12.8666448299506,12.926312071888
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Malta,MLT,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Marshall Islands,MHL,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Mauritania,MRT,26.9475283835779,27.3751666927077,27.818316644195,28.2738092677744
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Mauritius,MUS,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Mexico,MEX,40.6726643589076,40.7090440251016,40.7680543499843,40.8521812917467
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Moldova,MDA,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Monaco,MCO,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Mongolia,MNG,47.0998346708254,47.9583081773029,48.141832079341,48.3287638807037
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Montenegro,MNE,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Morocco,MAR,21.7038200758337,21.7316013735457,21.7739332940445,21.8343000937564
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Mozambique,MOZ,9.44315452190018,9.27977408740281,9.13208876112044,9.01079444263054
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Myanmar,MMR,11.9720404362319,12.1610995153488,12.3041133807781,12.4414255271762
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Namibia,NAM,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Nauru,NRU,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Nepal,NPL,4.62301487781751,4.73286457378265,4.81010069833615,4.88562439646786
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Netherlands,NLD,12.4347451588018,12.4159510444285,12.3898622728536,12.3785110225611
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,New Caledonia,NCL,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,New Zealand,NZL,31.6949060993851,31.7690690935804,31.7727345758355,31.5619032650976
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Nicaragua,NIC,16.3002911739568,16.2079139407891,16.1251472957846,16.0568998305395
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Niger,NER,5.45230462484055,5.4083239320387,5.36882195697181,5.3367514593932
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Nigeria,NGA,16.3768377660595,16.5138246425259,16.663131283529,16.8282693803981
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,North Macedonia,MKD,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Northern Mariana Islands,MNP,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Norway,NOR,18.9019717383164,19.0557418453153,19.1992888418174,19.3583574605329
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Oman,OMN,29.5225427921489,29.9527940505347,30.1836666270016,30.3474390702895
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Pakistan,PAK,19.8767501942342,20.0706133010883,20.2089150775699,20.3543684819008
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Palau,PLW,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Panama,PAN,42.5131076438773,42.6992186489973,42.8992991776641,43.1145081265088
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Papua New Guinea,PNG,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Paraguay,PRY,45.651864306374,46.3221253268189,46.5483043204911,46.7795018037078
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Peru,PER,32.4207481934961,32.4815434177684,32.4655860012079,32.5101239402853
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Philippines,PHL,14.2407806663466,14.2777768099309,14.3214158133797,14.3719164671531
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Poland,POL,4.63083359486624,4.65519325341181,4.67775788397221,4.7052632162214
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Portugal,PRT,40.9386716891741,41.1738942972759,41.3357309646856,41.4663728487714
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Puerto Rico,PRI,73.8974632557921,76.8576549922119,76.7567274760826,74.6118740663677
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Qatar,QAT,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Romania,ROU,9.34474262349521,9.35289517237625,9.35537337866143,9.36385889771892
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Russian Federation,RUS,22.9703958924637,23.1913611067562,23.3189549863077,23.4813937107319
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Rwanda,RWA,8.52253074878808,8.5989161572428,8.67032054802202,8.74060169967918
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Samoa,WSM,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,San Marino,SMR,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Sao Tome and Principe,STP,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Saudi Arabia,SAU,46.5684595018855,47.2765299289907,47.514359312009,47.7540573128518
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Senegal,SEN,18.827714831633,18.7861620590067,18.7591868663693,18.7557043059783
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Serbia,SRB,19.6937325893787,19.8973191090315,20.0672403453591,20.2625520971787
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Seychelles,SYC,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Sierra Leone,SLE,14.7445651803777,14.8487173256364,14.9544738799318,15.067096152243
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Singapore,SGP,100,100,100,100
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Slovak Republic,SVK,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Slovenia,SVN,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Solomon Islands,SLB,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Somalia,SOM,13.5499735591447,13.8698880114071,14.1155751385134,14.3583813952353
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,South Africa,ZAF,34.8700084657447,35.2999436605291,35.5821698070402,35.867060965265
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,South Sudan,SSD,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Spain,ESP,25.3784690979609,25.6235566347906,25.6713903561393,25.7647552850862
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Sri Lanka,LKA,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,St. Kitts and Nevis,KNA,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,St. Lucia,LCA,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,St. Martin (French part),MAF,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Sudan,SDN,13.2196245948451,13.2389382283884,13.262068925085,13.2929422381021
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Suriname,SUR,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Sweden,SWE,15.442698716943,15.5570978654601,15.6440770289624,15.7705814163058
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Switzerland,CHE,16.0442814819022,16.0996715067036,16.1288261141327,16.1563844683086
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Syrian Arab Republic,SYR,30.6443813342432,31.6810761742861,32.2322346423566,32.2538176709594
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Tajikistan,TJK,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Tanzania,TZA,12.1922666240032,12.5207525932884,12.8074406649402,13.094807158504
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Thailand,THA,19.6358357659001,20.0552326860108,20.3527795337176,20.6475351611142
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Timor-Leste,TLS,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Togo,TGO,22.1875862183632,22.1285711478947,22.0889717964767,22.0791891323519
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Tonga,TON,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Trinidad and Tobago,TTO,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Tunisia,TUN,19.7160906457008,19.8074949484242,19.9048955507361,20.0125006155542
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Turkiye,TUR,36.8037551347013,36.8462300684879,36.9614026828629,37.1644329430393
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Turkmenistan,TKM,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Turks and Caicos Islands,TCA,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Tuvalu,TUV,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Uganda,UGA,6.90641886570731,6.9890466978049,7.08768753591489,7.21095734680046
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Ukraine,UKR,12.0115227954858,12.1100023983407,12.2019290543956,12.295982450305
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,United Arab Emirates,ARE,57.5452772923872,59.9724264419582,60.5296787501512,61.1280534659872
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,United Kingdom,GBR,26.7126836084165,26.8304584761102,26.9586881996074,27.1372758307121
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,United States,USA,45.9806119379238,46.3045260508243,46.4737333909952,46.4129947932598
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Uruguay,URY,50.2552634909919,50.3578707502124,50.399641104407,50.4469119191001
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Uzbekistan,UZB,7.51920428792847,7.47651876283905,7.41604539559594,7.35387159109665
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Vanuatu,VUT,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,"Venezuela, RB",VEN,31.4059936440736,32.3325965689134,33.0734379140792,33.4955236054595
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Vietnam,VNM,16.3694553323491,16.9093964507698,17.3493834490948,17.7971781241155
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Virgin Islands (U.S.),VIR,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,West Bank and Gaza,PSE,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,"Yemen, Rep.",YEM,9.63218323990057,9.7524401390759,9.85659655766174,9.96778377821635
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Zambia,ZMB,14.2772218269228,14.5452143805505,14.81783753393,15.0899675782514
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Zimbabwe,ZWE,10.6057703809737,10.4926638008723,10.3875852968354,10.2935310117583
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Africa Eastern and Southern,AFE,14.3540408827823,14.4957809322127,14.623380166428,14.761201882829
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Africa Western and Central,AFW,17.1359784809682,17.2886267352623,17.4161747385851,17.5556536037729
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Arab World,ARB,23.3279064032944,23.5459666688855,23.6186762655011,23.6833635331748
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Caribbean small states,CSS,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Central Europe and the Baltics,CEB,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Early-demographic dividend,EAR,18.6032577613039,18.7940917998378,18.9590295959539,19.1288698591397
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,East Asia & Pacific,EAS,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Euro area,EMU,19.3790812949878,19.4704319315631,19.5576915589857,19.6360731494191
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Europe & Central Asia,ECS,20.3786178823399,20.5078318736569,20.6167909312627,20.7382103935959
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Europe & Central Asia (excluding high income),ECA,22.9096216017361,23.0801341507817,23.2075108227045,23.3617005892101
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,20.6161600246348,20.7787584641101,20.902937687054,21.0511496591192
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,European Union,EUU,17.3166513624341,17.4049384718021,17.4852900671256,17.5640906118801
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Fragile and conflict affected situations,FCS,15.4931693911907,15.6399954362192,15.7652486004982,15.889649908812
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Heavily indebted poor countries (HIPC),HPC,14.0025643369065,14.1460665196989,14.2706435038142,14.4052182895261
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,High income,HIC,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,IBRD only,IBD,23.0736208636551,23.3947105415827,23.7011272268113,24.0237586729507
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,IDA & IBRD total,IBT,20.9989520122496,21.26087905804,21.5049766512899,21.7606798090321
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,IDA blend,IDB,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,IDA only,IDX,12.9903706201947,13.154010803494,13.3071964847973,13.4651055014588
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,IDA total,IDA,14.5561452597294,14.7261780956182,14.8764126111004,15.0324774593517
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Late-demographic dividend,LTE,27.2796813016252,27.788115837897,28.2734137720719,28.7891632264368
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Latin America & Caribbean,LCN,37.8841507110195,38.0780204193005,38.1819025570056,38.2888046059682
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Latin America & Caribbean (excluding high income),LAC,37.9654560656786,38.1226204495455,38.2015937330067,38.3046222873277
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,38.0419968721576,38.2305261018299,38.3352810540072,38.4483087869013
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Least developed countries: UN classification,LDC,12.6877086355853,12.8455373635646,13.0005124163648,13.1640374950608
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Low & middle income,LMY,20.9699834262428,21.2311963265462,21.4751401317417,21.7313417906376
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Low income,LIC,12.0286505366449,12.1358653677083,12.2409912881528,12.3520341506353
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Lower middle income,LMC,16.0973766527399,16.3105987308517,16.5042054019188,16.7047137314461
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Middle East & North Africa,MEA,25.7740746841443,25.9728503517027,26.034918617059,26.0924747869696
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Middle East & North Africa (excluding high income),MNA,21.8267891872129,21.892587342357,21.924634448271,21.9556418791381
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,21.8267891872129,21.892587342357,21.924634448271,21.9556418791381
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Middle income,MIC,21.9382802721029,22.2317600568307,22.5076963372492,22.7980984541734
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,North America,NAC,45.9766333796156,46.2658502588997,46.4017386023098,46.3442393968577
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Not classified,INX,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,OECD members,OED,37.11081049281,37.2780090295781,37.3764684234762,37.4561306167535
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Other small states,OSS,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Pacific island small states,PSS,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Post-demographic dividend,PST,36.7962611242515,36.9930830707728,37.111915888939,37.1947988501888
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Pre-demographic dividend,PRE,15.9290161693188,16.0692605427833,16.203023522901,16.3494065302623
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Small states,SST,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,South Asia,SAS,15.440962201091,15.6911091934318,15.9230147573152,16.160224433256
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,South Asia (IDA & IBRD),TSA,15.440962201091,15.6911091934318,15.9230147573152,16.160224433256
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Sub-Saharan Africa,SSF,15.4770348222685,15.6231171824091,15.7507255985825,15.8893530351102
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Sub-Saharan Africa (excluding high income),SSA,15.4770348222685,15.6231171824091,15.7507255985825,15.8893530351102
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,15.4770348222685,15.6231171824091,15.7507255985825,15.8893530351102
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Upper middle income,UMC,29.4548887411674,29.9073101628092,30.3519404080537,30.829599484103
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,World,WLD,23.7336581858333,23.9750850901895,24.1831154822654,24.3984145819026